idx,feature,k,v0,vN,phi_eq,S_micro,ES
7,occupation,3,0.11454647779464722,0.9812208414077759,0.0032791122794151306,0.00391707380509211,0.010597574214140575
7,capital_gain,3,0.11454647779464722,0.9812208414077759,0.8773073293268681,0.8803561284993997,0.8746472025911013
7,hours_per_week,3,0.11454647779464722,0.9812208414077759,-0.013912077993154526,-0.01759883869136316,-0.01857041319211324
8,age,3,0.0009402417344972491,0.8179380893707275,0.04856607870897278,-0.01671496168934924,0.0324889097828418
8,marital_status,3,0.0009402417344972491,0.8179380893707275,0.0,0.0,0.03215433785226196
8,capital_gain,3,0.0009402417344972491,0.8179380893707275,0.7684317689272575,0.8337128093255796,0.7523546000011265
9,age,5,0.004767310805618763,0.9803318977355957,0.0014360740858440598,0.0014360740858440598,0.002126152068376541
9,education_num,5,0.004767310805618763,0.9803318977355957,0.00475703200791031,0.006861969825245212,0.005381425749510527
9,capital_gain,5,0.004767310805618763,0.9803318977355957,0.9637537135044112,0.9448800610016718,0.9602303280495107
9,hours_per_week,5,0.004767310805618763,0.9803318977355957,0.006923022035819788,0.023691736721224335,0.006259385403245688
9,education,5,0.004767310805618763,0.9803318977355957,-0.0013052547040084998,-0.0013052547040084998,0.0015672956593334674
10,occupation,3,0.031420718878507614,0.9939270615577698,-0.00024899840354919434,-0.00024899840354919434,-0.0001659989356994629
10,capital_gain,3,0.031420718878507614,0.9939270615577698,0.9627553410828114,0.9627553410828114,0.9628383405506611
10,capital_loss,3,0.031420718878507614,0.9939270615577698,0.0,0.0,-0.0001659989356994629
11,occupation,3,0.006003223359584808,0.989104151725769,0.0,0.0,-0.00014762595916787782
11,capital_gain,3,0.006003223359584808,0.989104151725769,0.9838711915072054,0.9838711915072054,0.9839450044867893
11,capital_loss,3,0.006003223359584808,0.989104151725769,-0.0007702631410211325,-0.0007702631410211325,-0.0006964501614371935
12,occupation,3,0.004660594742745161,0.9678406715393066,-0.0027762283571064472,-0.0027762283571064472,-0.002000163619716962
12,capital_gain,3,0.004660594742745161,0.9678406715393066,0.9659563051536679,0.9659563051536679,0.9667323698910574
12,capital_loss,3,0.004660594742745161,0.9678406715393066,0.0,0.0,-0.00155212947477897
13,age,3,0.00027105718618258834,0.7093745470046997,0.22777269291691482,0.3791098113748476,0.15198689047247171
13,capital_gain,3,0.00027105718618258834,0.7093745470046997,0.4813307969016023,0.3299936784436695,0.4055449944571592
13,education,3,0.00027105718618258834,0.7093745470046997,0.0,0.0,0.1515716048888862
14,age,3,0.24882856011390686,0.9737094044685364,0.053126782178878784,0.009554029447590456,0.020111689964930218
14,education_num,3,0.24882856011390686,0.9737094044685364,0.037678301334381104,0.009326402448905077,-0.004314353068669637
14,capital_gain,3,0.24882856011390686,0.9737094044685364,0.6340757608413696,0.7060004124581339,0.7090835074583689
15,age,4,0.0006141139310784638,0.9022740721702576,0.2762799803555632,0.41072978057666765,0.1811775578535162
15,education_num,4,0.0006141139310784638,0.9022740721702576,0.05566005284587543,0.1129625704663285,0.1787873946595937
15,occupation,4,0.0006141139310784638,0.9022740721702576,0.017397896716526397,0.01002170590863203,0.178980931697879
15,capital_gain,4,0.0006141139310784638,0.9022740721702576,0.5523220283212141,0.3679459012875509,0.3627140740281902
16,education_num,3,0.031303856521844864,0.9951391220092773,0.008104647199312845,-0.003454414789476204,0.01124515136082967
16,capital_gain,3,0.031303856521844864,0.9951391220092773,0.9549214156965414,0.9664804776853305,0.9572201532622179
16,hours_per_week,3,0.031303856521844864,0.9951391220092773,0.0008092025915781657,0.0008092025915781657,-0.004630039135615031
17,education_num,3,0.03656252846121788,0.9895851016044617,0.022685369476675987,0.0035152507789750834,0.029271431267261505
17,capital_gain,3,0.03656252846121788,0.9895851016044617,0.9303372036665678,0.9495073223642687,0.9369232654571533
17,education,3,0.03656252846121788,0.9895851016044617,0.0,0.0,-0.013172123581171036
18,occupation,3,0.21826592087745667,0.9953363537788391,-0.007077331344286601,-0.0033960492054606467,0.0033715367317199707
18,capital_gain,3,0.21826592087745667,0.9953363537788391,0.8033013915022215,0.789825077537867,0.7939019054174423
18,education,3,0.21826592087745667,0.9953363537788391,-0.01915362725655238,-0.009358595431023922,-0.020203009247779846
19,age,3,0.15319262444972992,0.9974623918533325,0.01044502854347229,0.0035207723526077123,0.01361231009165446
19,capital_gain,3,0.15319262444972992,0.9974623918533325,0.8338247388601303,0.8407489950509949,0.8369920204083124
19,education,3,0.15319262444972992,0.9974623918533325,0.0,0.0,-0.006334563096364339
20,age,3,0.10724569112062454,0.9987291693687439,-0.0010717486341794331,-0.0010717486341794331,-0.015728908280531563
20,education_num,3,0.10724569112062454,0.9987291693687439,0.02372215936581294,-0.007086847406176333,0.031670880814393364
20,capital_gain,3,0.10724569112062454,0.9987291693687439,0.8688330675164858,0.8996420742884751,0.8755415057142576
21,workclass,3,0.09875185042619705,0.9983468055725098,0.012074779719114304,0.01279714854345435,0.015898163119951885
21,capital_gain,3,0.09875185042619705,0.9983468055725098,0.8875201754271984,0.8867978066028583,0.891343558828036
21,hours_per_week,3,0.09875185042619705,0.9983468055725098,0.0,0.0,-0.0076467668016751604
22,age,3,0.03911358118057251,0.997229278087616,-0.001868104562163353,-0.001868104562163353,-0.002513396243254344
22,capital_gain,3,0.03911358118057251,0.997229278087616,0.9599838014692068,0.9599838014692068,0.9593385097881159
22,education,3,0.03911358118057251,0.997229278087616,0.0,0.0,0.0012905833621819813
23,age,3,0.002775537548586726,0.911782443523407,0.1704045939259231,0.1559334762323789,0.12129578886864086
23,capital_gain,3,0.002775537548586726,0.911782443523407,0.7322616958990693,0.7871500808739167,0.6717443760329237
23,hours_per_week,3,0.002775537548586726,0.911782443523407,0.006340616149827838,-0.034076651131475316,0.11596674107325573
24,age,3,0.04385529085993767,0.9960768818855286,0.004541565974553426,0.006821533614244793,0.0006859240432580309
24,workclass,3,0.04385529085993767,0.9960768818855286,0.008508437623580297,0.016756538978947865,0.008592308809359867
24,capital_gain,3,0.04385529085993767,0.9960768818855286,0.9391715874274572,0.9286435184323982,0.942943358172973
25,age,3,0.01021973229944706,0.9942586421966553,-0.0032759972382336855,-0.0032759972382336855,-0.003431666952868303
25,capital_gain,3,0.01021973229944706,0.9942586421966553,0.9873149071354419,0.9873149071354419,0.9871592374208072
25,education,3,0.01021973229944706,0.9942586421966553,0.0,0.0,0.00031133942926923436
26,workclass,4,0.11820600181818008,0.8800635933876038,0.012384692827860514,0.021316084484165013,0.05377890542149544
26,education_num,4,0.11820600181818008,0.8800635933876038,0.1625677595535914,0.24761796826020155,0.1261972077190876
26,capital_loss,4,0.11820600181818008,0.8800635933876038,0.5869051391879717,0.4929235388250572,0.5364769287407398
26,hours_per_week,4,0.11820600181818008,0.8800635933876038,0.0,0.0,0.045404549688100815
27,age,3,0.21944235265254974,0.997962474822998,-0.022152960300445557,-0.010576970165684103,-0.02938959995905558
27,capital_gain,3,0.21944235265254974,0.997962474822998,0.8006730824708939,0.7890970923361325,0.7934364428122839
27,hours_per_week,3,0.21944235265254974,0.997962474822998,0.0,0.0,0.014473279317220053
28,education_num,3,0.0791911631822586,0.9973030090332031,0.01727173974116643,0.0005798700029964569,0.013591329256693523
28,capital_gain,3,0.0791911631822586,0.9973030090332031,0.8878389907379945,0.9109639287321114,0.8993101591865221
28,hours_per_week,3,0.0791911631822586,0.9973030090332031,0.013001115371783575,0.0065680471158366446,0.005210357407728832
29,age,3,0.005054546985775232,0.85141921043396,-0.057121579496500395,-0.04281996915178645,-0.0430111411648492
29,education_num,3,0.005054546985775232,0.85141921043396,-0.010500549532783527,-0.005278865033838312,-0.041485191943744816
29,capital_gain,3,0.005054546985775232,0.85141921043396,0.9139867924774686,0.8944634976338095,0.9308609965567788
30,age,3,0.00035145386937074363,0.8535571694374084,0.08171361569839064,0.13327680465231875,0.0631719542046388
30,education_num,3,0.00035145386937074363,0.8535571694374084,0.010960182116832584,0.0008340410861485833,0.06291998892750901
30,capital_gain,3,0.00035145386937074363,0.8535571694374084,0.7605319177528145,0.7190948698295704,0.7271137724358899
31,age,3,0.0001413192949257791,0.875284731388092,0.4020134159363806,0.1299135962932784,0.2685691188671626
31,workclass,3,0.0001413192949257791,0.875284731388092,-0.0028708023601211607,-0.00019835080865550781,0.26469534024363384
31,capital_gain,3,0.0001413192949257791,0.875284731388092,0.4760007985169068,0.7454281666085435,0.3418789529823698
32,age,3,0.03522169962525368,0.9971390962600708,0.020552413538098335,0.03022980002967258,0.025995992124080658
32,capital_gain,3,0.03522169962525368,0.9971390962600708,0.9413649830967188,0.9316875966051446,0.9468085616827011
32,education,3,0.03522169962525368,0.9971390962600708,0.0,0.0,-0.010887157171964645
33,education_num,3,0.11714985221624374,0.9957644939422607,-0.014424343903859457,-0.02199869713119702,-0.22563047458728155
33,capital_gain,3,0.11714985221624374,0.9957644939422607,0.4745194750527541,0.7387618808257108,0.5780825565258662
33,capital_loss,3,0.11714985221624374,0.9957644939422607,0.4185195105771224,0.1618514580315032,0.5261625597874323
34,education_num,3,0.020383378490805626,0.9945133924484253,0.0058699678629636765,0.007868668620912586,0.007260462269186974
34,capital_gain,3,0.020383378490805626,0.9945133924484253,0.9678736897185445,0.9658749889605955,0.9695736430585384
34,education,3,0.020383378490805626,0.9945133924484253,0.0003863563761115074,0.0003863563761115074,-0.0027040913701057434
35,age,4,0.07520981132984161,0.9297180771827698,0.0030145853136976557,0.0030145853136976557,0.004315647296607494
35,marital_status,4,0.07520981132984161,0.9297180771827698,-0.00546218982587258,-0.00546218982587258,-0.006068115122616291
35,capital_gain,4,0.07520981132984161,0.9297180771827698,0.8708799267187713,0.8708799267187713,0.8709393320605159
35,hours_per_week,4,0.07520981132984161,0.9297180771827698,-0.013924056353668373,-0.013924056353668373,-0.014678598381578922
36,age,3,0.0011749430559575558,0.9053556323051453,-0.05482830834807828,-0.0038074845768537677,0.06555583490990102
36,capital_gain,3,0.0011749430559575558,0.9053556323051453,0.7766029114136472,0.8393878946260886,0.7718113698065281
36,hours_per_week,3,0.0011749430559575558,0.9053556323051453,0.18240608618361875,0.06860027919995271,0.0668134845327586
37,capital_gain,3,0.0019536837935447693,0.9625441431999207,0.953017182337741,0.9481838665281732,0.9503616597503424
37,hours_per_week,3,0.0019536837935447693,0.9625441431999207,0.005983213583628337,0.010816529393196106,0.005039585754275322
37,education,3,0.0019536837935447693,0.9625441431999207,0.0015900634850064914,0.0015900634850064914,0.005189213901758194
38,education_num,3,0.05915769189596176,0.9985256791114807,0.009051758795976639,0.0014818595992105582,0.007741247614224752
38,occupation,3,0.05915769189596176,0.9985256791114807,0.006405401974916458,0.00704162505026611,0.0020996679862340297
38,capital_gain,3,0.05915769189596176,0.9985256791114807,0.9239108264446259,0.9308445025660423,0.9295270716150602
39,age,3,0.2487206757068634,0.9845897555351257,0.05463546017805736,0.01204427212833585,0.11781273285547893
39,education_num,3,0.2487206757068634,0.9845897555351257,-0.06162372728188832,-0.057900587697895335,-0.10857375462849934
39,capital_gain,3,0.2487206757068634,0.9845897555351257,0.7428573469320933,0.7817253953978218,0.7266301016012827
40,age,3,0.05994006246328354,0.9949617385864258,0.0017205923795700073,0.0017205923795700073,0.0023104349772135415
40,capital_gain,3,0.05994006246328354,0.9949617385864258,0.9331359192728996,0.9331359192728996,0.9335545773307482
40,education,3,0.05994006246328354,0.9949617385864258,0.00016516447067260742,0.00016516447067260742,-0.0008433361848195394
41,age,3,0.002449785126373172,0.7345129251480103,0.0,0.0,0.01861105572121839
41,education_num,3,0.002449785126373172,0.7345129251480103,0.028087106184102595,0.0543805417865293,0.018781578323493402
41,capital_gain,3,0.002449785126373172,0.7345129251480103,0.7039760338375345,0.6776825982351078,0.6946705059769253
42,age,3,0.09552855789661407,0.9178400039672852,0.0009850859642028809,0.0009850859642028809,-0.03417202333609263
42,marital_status,3,0.09552855789661407,0.9178400039672852,0.09279966354370117,0.024881251876996413,0.11019674440224966
42,capital_gain,3,0.09552855789661407,0.9178400039672852,0.728526696562767,0.7964451082294718,0.7462867250045141
43,age,3,0.00021177405142225325,0.7526207566261292,0.300758983954438,0.17295488130161008,0.21341261776008955
43,marital_status,3,0.00021177405142225325,0.7526207566261292,0.022768945258576423,0.0013999911168023505,0.21236406178407682
43,capital_gain,3,0.00021177405142225325,0.7526207566261292,0.42888105336169247,0.5780541101562944,0.3266323030305406
44,capital_gain,3,0.0006222405936568975,0.7800768613815308,0.6161199825680038,0.5483956189277993,0.5605278021151511
44,hours_per_week,3,0.0006222405936568975,0.7800768613815308,0.15593128978313567,0.2263564504804433,0.10949667492726196
44,education,3,0.0006222405936568975,0.7800768613815308,0.007403348436734329,0.004702551379631179,0.10943014374546085
45,education_num,3,0.17690236866474152,0.9625534415245056,0.03401878227790197,0.029682654031877583,0.048019324739774064
45,capital_gain,3,0.17690236866474152,0.9625534415245056,0.759229933222135,0.7636370079126209,0.7663176705439886
45,hours_per_week,3,0.17690236866474152,0.9625534415245056,-0.007597642640272777,-0.007668589084734392,-0.028685922423998516
46,education_num,3,0.002419804921373725,0.9857489466667175,0.0065992772579193115,0.0051407679751679135,0.008163110197832188
46,capital_gain,3,0.002419804921373725,0.9857489466667175,0.9727243664674461,0.9742106544902386,0.9666840239272764
46,hours_per_week,3,0.002419804921373725,0.9857489466667175,0.004005498019978404,0.003977719279937357,0.008482007620235285
